Category	Term	Count	X.	PValue	Genes	List.Total	Pop.Hits	Pop.Total	Fold.Enrichment	Bonferroni	Benjamini	FDR
12	KEGG_PATHWAY	hsa05171:Coronavirus disease - COVID-19	31	9.65732087227414	4.61998803283599e-12	C1QB, C1QA, C5AR1, PIK3CD, PIK3R2, RPL9, RELA, C3, IKBKB, C4A, RPL36AL, CASP1, C3AR1, PLCG2, CCL2, IKBKE, IL6R, RPS10, SYK, CHUK, STAT1, CYBB, TNFRSF1A, MAPK10, NFKBIA, MAVS, OAS1, TLR4, MYD88, C1QC, TLR2	252	232	8586	4.55264778325123	1.26125210275774e-09	1.05104727747019e-10	5.89048474186589e-11
13	KEGG_PATHWAY	hsa05161:Hepatitis B	26	8.09968847352025	6.12788725942387e-12	CDKN1A, PIK3CD, PIK3R2, RELA, IKBKB, CASP8, MYC, IKBKE, MAP2K1, CREBBP, TGFB1, CHUK, STAT1, DDB2, MAPK10, NFKBIA, MAVS, IRF7, BCL2, BIRC5, FAS, CYCS, TP53, TLR4, MYD88, TLR2	252	162	8586	5.46825396825397	1.67291014374626e-09	1.28685632447901e-10	7.21205192839886e-11
14	KEGG_PATHWAY	hsa05166:Human T-cell leukemia virus 1 infection	30	9.34579439252336	8.35005312672403e-12	CDKN1A, CD40, ANAPC15, PTEN, XIAP, PIK3CD, PIK3R2, RELA, RELB, IKBKB, PPP3CA, MYC, PRKACB, MAP2K1, CREBBP, TGFB1, CHUK, IL1R1, TNFRSF1A, NFKB2, HLA-E, MAPK10, NFKBIA, KAT2A, LTA, ATM, LTBR, TP53, MAP3K14, BCL2L1	252	222	8586	4.6042471042471	2.27957686060876e-09	1.62826035971119e-10	9.12541520277698e-11
15	KEGG_PATHWAY	hsa05142:Chagas disease	21	6.54205607476635	9.57344853333581e-12	C1QB, C1QA, TGFB1, CHUK, PIK3CD, PIK3R2, RELA, TNFRSF1A, MAPK10, C3, NFKBIA, IKBKB, CASP8, CCL3, TLR9, FAS, CCL2, TLR4, MYD88, C1QC, TLR2	252	102	8586	7.01470588235294	2.61355270758656e-09	1.74236763306712e-10	9.76491750400252e-11
16	KEGG_PATHWAY	hsa05167:Kaposi sarcoma-associated herpesvirus infection	28	8.72274143302181	1.02429015233406e-11	CDKN1A, TRADD, PIK3CD, PIK3R2, RELA, PIK3R5, C3, IKBKB, PPP3CA, CASP8, MYC, PLCG2, BAK1, IKBKE, ATG3, MAP2K1, CREBBP, SYK, CHUK, STAT1, TNFRSF1A, HLA-E, MAPK10, NFKBIA, IRF7, FAS, CYCS, TP53	252	194	8586	4.91752577319588	2.79631651167733e-09	1.74769507241999e-10	9.79477458169444e-11
17	KEGG_PATHWAY	hsa05163:Human cytomegalovirus infection	30	9.34579439252336	1.1712641154279e-11	CDKN1A, TRADD, PIK3CD, PIK3R2, RELA, CX3CL1, IKBKB, PPP3CA, CASP8, MYC, CCL4, CCL3, RAC2, CCL2, ITGAV, BAK1, IL6R, PRKACB, MAP2K1, CHUK, IL10RB, IL1R1, RHOA, TNFRSF1A, HLA-E, NFKBIA, MDM2, FAS, CYCS, TP53	252	225	8586	4.54285714285714	3.197548226197e-09	1.88091237359892e-10	1.05413770388511e-10
18	KEGG_PATHWAY	hsa05160:Hepatitis C	25	7.78816199376947	2.34765615280438e-11	CDKN1A, TRADD, PIK3CD, PIK3R2, RELA, IKBKB, SOCS3, CASP8, MYC, BAK1, IKBKE, MAP2K1, RSAD2, CHUK, STAT1, EIF2S1, TNFRSF1A, NFKBIA, CLDN5, MAVS, OAS1, IRF7, FAS, CYCS, TP53	252	158	8586	5.39104882459313	6.40909925131439e-09	3.56061183175331e-10	1.99550772988372e-10
19	KEGG_PATHWAY	hsa04620:Toll-like receptor signaling pathway	21	6.54205607476635	2.89007256590014e-11	MAP2K1, CD40, CHUK, STAT1, PIK3CD, PIK3R2, RELA, MAPK10, NFKBIA, IKBKB, CASP8, CCL4, SPP1, CCL3, IRF7, TLR9, CD14, IKBKE, TLR4, MYD88, TLR2	252	108	8586	6.625	7.88991039168963e-09	4.15257794995125e-10	2.32726896096169e-10
20	KEGG_PATHWAY	hsa04215:Apoptosis - multiple species	13	4.04984423676012	4.03048395397102e-11	NGFR, XIAP, BBC3, TNFRSF1A, MAPK10, CASP7, CASP8, BCL2, BIRC5, CYCS, BAK1, BCL2L1, BOK	252	32	8586	13.8415178571429	1.1003229549722e-08	5.50161059717044e-10	3.08332022478783e-10
21	KEGG_PATHWAY	hsa05132:Salmonella infection	30	9.34579439252336	1.44516285745138e-10	TRADD, PIK3CD, RELA, IKBKB, PAK1, CASP7, CASP8, TUBB3, MYC, CASP4, CASP1, BAK1, CD14, S100A10, MAP2K1, CHUK, TNFRSF10B, TUBB4A, RHOA, TNFRSF1A, MAPK10, NFKBIA, PTPRC, BCL2, TLR9, CYCS, TLR4, MYD88, RAB7A, TLR2	252	249	8586	4.10499139414802	3.94529457992121e-08	1.87871171468679e-09	1.05290436757172e-09
22	KEGG_PATHWAY	hsa05220:Chronic myeloid leukemia	17	5.29595015576324	3.99211293999781e-10	CDKN1A, MAP2K1, HDAC2, TGFB1, CHUK, HDAC1, PIK3CD, PIK3R2, RELA, DDB2, NFKBIA, IKBKB, MYC, MDM2, BAK1, TP53, BCL2L1	252	76	8586	7.62124060150376	1.08984687385849e-07	4.54102846924751e-09	2.54497199924861e-09
23	KEGG_PATHWAY	hsa05133:Pertussis	17	5.29595015576324	3.99211293999781e-10	C1QB, C1QA, ITGAM, RHOA, RELA, MAPK10, C3, C4A, CASP7, IRF1, CASP1, IRF8, SERPING1, CD14, TLR4, MYD88, C1QC	252	76	8586	7.62124060150376	1.08984687385849e-07	4.54102846924751e-09	2.54497199924861e-09
24	KEGG_PATHWAY	hsa05212:Pancreatic cancer	17	5.29595015576324	3.99211293999781e-10	CDKN1A, MAP2K1, TGFB1, RALB, CHUK, STAT1, PIK3CD, PIK3R2, RELA, DDB2, PLD2, MAPK10, IKBKB, RAC2, BAK1, TP53, BCL2L1	252	76	8586	7.62124060150376	1.08984687385849e-07	4.54102846924751e-09	2.54497199924861e-09
25	KEGG_PATHWAY	hsa05222:Small cell lung cancer	18	5.60747663551402	9.62804655438863e-10	CDKN1A, CHUK, PTEN, XIAP, PIK3CD, PIK3R2, TRAF1, RELA, DDB2, NFKBIA, IKBKB, MYC, BCL2, CYCS, ITGAV, BAK1, TP53, BCL2L1	252	92	8586	6.66614906832298	2.62845625154107e-07	1.05138268373924e-08	5.89236449128584e-09
26	KEGG_PATHWAY	hsa05170:Human immunodeficiency virus 1 infection	26	8.09968847352025	2.24647993442486e-09	TRADD, PIK3CD, PIK3R2, RELA, IKBKB, PPP3CA, PAK1, CASP8, PLCG2, RAC2, BAK1, MAP2K1, CHUK, TNFRSF1B, TNFRSF1A, HLA-E, MAPK10, NFKBIA, BCL2, FAS, CYCS, ATM, TLR4, MYD88, BCL2L1, TLR2	252	212	8586	4.17857142857143	6.13288822837177e-07	2.35880393114611e-08	1.32196703833463e-08
27	KEGG_PATHWAY	hsa05131:Shigellosis	28	8.72274143302181	2.68855960781797e-09	CALCOCO2, TRADD, PIK3CD, PIK3R2, RELA, C3, IKBKB, CASP4, CASP1, PLCG2, CD14, ATG5, CHUK, IL1R1, BNIP3, RHOA, TNFRSF1A, MAPK10, NFKBIA, BCL2, MDM2, CYCS, ATM, TP53, TLR4, CD44, MYD88, BCL2L1	252	247	8586	3.86234817813765	7.33976501687827e-07	2.61366406570312e-08	1.46480074011933e-08
28	KEGG_PATHWAY	hsa05210:Colorectal cancer	17	5.29595015576324	2.74302766457038e-09	CDKN1A, MAP2K1, TGFB1, RALB, PIK3CD, PIK3R2, RHOA, BBC3, DDB2, MAPK10, MYC, BCL2, RAC2, BIRC5, CYCS, BAK1, TP53	252	86	8586	6.73504983388704	7.48846281095616e-07	2.61366406570312e-08	1.46480074011933e-08
29	KEGG_PATHWAY	hsa05145:Toxoplasmosis	19	5.9190031152648	2.77641970349415e-09	CD40, TGFB1, CHUK, IL10RB, STAT1, XIAP, RELA, PIK3R5, TNFRSF1A, MAPK10, NFKBIA, IKBKB, CASP8, BCL2, CYCS, TLR4, MYD88, BCL2L1, TLR2	252	111	8586	5.83204633204633	7.57962278163937e-07	2.61366406570312e-08	1.46480074011933e-08
30	KEGG_PATHWAY	hsa04010:MAPK signaling pathway	31	9.65732087227414	3.05949920313196e-09	CSF1R, FLT1, CSF1, TRADD, HSPB1, RELA, RELB, IGF1R, IKBKB, PPP3CA, PAK1, MYC, RAC2, CD14, PRKACB, NGFR, MAP2K1, MEF2C, TGFB1, CHUK, IL1R1, BDNF, IGF1, TNFRSF1A, NFKB2, MAPK10, KIT, FAS, TP53, MAP3K14, MYD88	252	301	8586	3.50901756051258	8.35242936703118e-07	2.78414427485009e-08	1.5603445935973e-08
31	KEGG_PATHWAY	hsa04621:NOD-like receptor signaling pathway	24	7.47663551401869	4.05426395140111e-09	CHUK, STAT1, CYBB, XIAP, RHOA, RELA, MAPK10, P2RX7, NFKBIA, IKBKB, MAVS, CASP8, OAS1, CASP4, CASP1, IRF7, BCL2, CCL2, GBP2, IKBKE, TLR4, MYD88, ATG5, BCL2L1	252	186	8586	4.3963133640553	1.10681344112074e-06	3.57036793139517e-08	2.00097543407861e-08
32	KEGG_PATHWAY	hsa04936:Alcoholic liver disease	21	6.54205607476635	4.54218948070055e-09	C1QB, C1QA, CHUK, TRADD, C5AR1, RELA, TNFRSF1A, MAPK10, C3, NFKBIA, IKBKB, C4A, CASP8, C3AR1, FAS, CD14, IKBKE, TLR4, MAP3K14, MYD88, C1QC	252	142	8586	5.0387323943662	1.24001697110465e-06	3.87505540072266e-08	2.17173434545995e-08
33	KEGG_PATHWAY	hsa05203:Viral carcinogenesis	25	7.78816199376947	5.03039872282984e-09	CDKN1A, HDAC2, HDAC1, TRADD, PIK3CD, PIK3R2, RELA, HDAC6, C3, CASP8, BAK1, PRKACB, CREBBP, GSN, SYK, TRAF1, RHOA, NFKB2, HLA-E, NFKBIA, KAT2A, IRF7, MDM2, LTBR, TP53	252	204	8586	4.17542016806723	1.37329792315732e-06	4.13925532320374e-08	2.31980243388342e-08
34	KEGG_PATHWAY	hsa05134:Legionellosis	14	4.3613707165109	5.15511651974092e-09	ITGAM, BNIP3, RELA, NFKB2, C3, NFKBIA, CASP7, CASP8, CASP1, CYCS, CD14, TLR4, MYD88, TLR2	252	56	8586	8.51785714285714	1.40734583309321e-06	4.13925532320374e-08	2.31980243388342e-08
35	KEGG_PATHWAY	hsa05165:Human papillomavirus infection	32	9.96884735202492	7.36172303791331e-09	ATP6V1A, CDKN1A, HDAC2, ITGB5, HDAC1, TRADD, PTEN, PIK3CD, PIK3R2, TCIRG1, RELA, IKBKB, LFNG, CASP8, RELN, SPP1, ITGAV, BAK1, IKBKE, PRKACB, MAP2K1, CREBBP, JAG1, CHUK, STAT1, TNFRSF1A, HLA-E, IRF1, MDM2, FAS, ATM, TP53	252	331	8586	3.29391454466983	2.00974836928047e-06	5.74214396957238e-08	3.21812464228782e-08
36	KEGG_PATHWAY	hsa05130:Pathogenic Escherichia coli infection	24	7.47663551401869	1.36333044857681e-08	CHUK, IL1R1, TRADD, TNFRSF10B, TUBB4A, RHOA, RELA, TNFRSF1A, MAPK10, NFKBIA, IKBKB, CLDN5, PAK1, CASP7, CASP8, TUBB3, CASP4, CASP1, FAS, CYCS, PTPN6, BAK1, TLR4, MYD88	252	198	8586	4.12987012987013	3.72188522368422e-06	1.03385892350408e-07	5.79415440645143e-08
37	KEGG_PATHWAY	hsa04066:HIF-1 signaling pathway	18	5.60747663551402	1.42871701741086e-08	CDKN1A, MAP2K1, CREBBP, FLT1, CYBB, PIK3CD, PIK3R2, IGF1, RELA, IGF1R, LDHA, BCL2, PLCG2, HMOX1, TIMP1, LTBR, IL6R, TLR4	252	109	8586	5.6264744429882	3.90038989261932e-06	1.05416147500855e-07	5.90793793686111e-08
38	KEGG_PATHWAY	hsa04662:B cell receptor signaling pathway	16	4.98442367601246	1.56750101510862e-08	MAP2K1, SYK, CHUK, PIK3CD, PIK3R2, LILRB4, VAV1, RELA, NFKBIA, IKBKB, PPP3CA, INPP5D, BLNK, PLCG2, RAC2, PTPN6	252	84	8586	6.48979591836735	4.27926865620432e-06	1.12612572927541e-07	6.31125408714788e-08
39	KEGG_PATHWAY	hsa01524:Platinum drug resistance	15	4.67289719626168	1.84052291687101e-08	CDKN1A, XIAP, PIK3CD, PIK3R2, BBC3, CASP8, MDM2, BCL2, FAS, BIRC5, CYCS, ATM, BAK1, TP53, BCL2L1	252	73	8586	7.00097847358121	5.02461497220441e-06	1.2883660418097e-07	7.22051298157087e-08
40	KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	23	7.16510903426791	4.04494343352004e-08	NGFR, CSF1R, CDKN1A, MEF2C, HDAC2, CD40, ITGAM, FLT1, KMT2A, HDAC1, TRAF1, IGF1, RELA, DDB2, IGF1R, MYC, MDM2, ATM, CD14, BAK1, FCGR1A, TP53, BCL2L1	252	193	8586	4.06032568467802	1.10426348326476e-05	2.76067389337743e-07	1.54719086332142e-07
