Category	Term	Count	X.	PValue	Genes	List.Total	Pop.Hits	Pop.Total	Fold.Enrichment	Bonferroni	Benjamini	FDR
11	GOTERM_BP_DIRECT	GO:0071346~cellular response to interferon-gamma	17	5.29595015576324	6.28813572109805e-12	GSN, DAPK1, STAT1, WAS, AIF1, CX3CL1, MYC, CCL4, CASP1, CCL3, IRF8, CCL2, CD47, VIM, GBP2, TLR4, TLR2	317	100	19462	10.4370347003155	2.12725783654832e-08	1.87735520405391e-09	1.74195033565629e-09
12	GOTERM_BP_DIRECT	GO:0051607~defense response to virus	24	7.47663551401869	6.65925582283386e-12	IFITM3, CD40, IFITM2, RSAD2, IL10RB, STAT1, BNIP3, RELA, MAVS, SLFN11, PTPRC, OAS1, IRF1, CASP1, ITGAX, IRF7, BCL2, TLR9, GBP2, IKBKE, MAP3K14, MYD88, BCL2L1, TLR2	317	236	19462	6.24349034914185	2.25281705512614e-08	1.87735520405391e-09	1.74195033565629e-09
13	GOTERM_BP_DIRECT	GO:0045087~innate immune response	38	11.8380062305296	1.76771713523784e-11	C1QB, C1QA, CSF1R, APP, CD84, ITGAM, CSF1, PIK3CD, HMGB1, RELA, RELB, IKBKB, C4A, CASP4, CD14, FCGR1A, NQO1, XRCC6, FCER1G, ANXA1, SYK, RSAD2, CHUK, DAPK1, CYBB, NFKB2, HLA-E, MAVS, OAS1, AXL, IRF7, TLR9, SERPING1, TLR4, MYD88, OPTN, C1QC, TLR2	317	635	19462	3.6739909088651	5.98019422870522e-08	4.60014389885354e-09	4.26835699039352e-09
14	GOTERM_BP_DIRECT	GO:0032755~positive regulation of interleukin-6 production	16	4.98442367601246	1.54105132436003e-10	CD74, APP, TGFB1, SYK, HMGB1, AIF1, RELA, P2RX7, MAVS, TYROBP, PLCG2, TLR9, IL6R, TLR4, MYD88, TLR2	317	105	19462	9.35532522157128	5.21337664594057e-07	3.60831001047802e-08	3.34805945104656e-08
15	GOTERM_BP_DIRECT	GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling	21	6.54205607476635	1.59990098011145e-10	CD74, CD40, CHUK, TRADD, XIAP, TNFRSF10B, RHOA, CX3CL1, RELA, TNFRSF1A, IKBKB, MAVS, CASP8, CASP1, TLR9, HMOX1, LTBR, IKBKE, TLR4, MAP3K14, MYD88	317	205	19462	6.28917442486728	5.4124647097531e-07	3.60831001047802e-08	3.34805945104656e-08
16	GOTERM_BP_DIRECT	GO:0008630~intrinsic apoptotic signaling pathway in response to DNA damage	12	3.73831775700935	5.80561211393153e-10	BCL2, HMOX1, ATM, BAK1, SOD2, TNFRSF1B, CRIP1, IKBKE, BCL2L1, BOK, RAD9A, TNFRSF1A	317	52	19462	14.167920407668	1.96403683383473e-06	1.18310742406188e-07	1.09777540766487e-07
17	GOTERM_BP_DIRECT	GO:0043491~protein kinase B signaling	14	4.3613707165109	5.94526343749689e-10	CD40, TGFB1, PTEN, PIK3CD, PIK3R2, IGF1, MERTK, PIK3R5, IGF1R, FCGR3A, AXL, CCL3, CCL2, SOX9	317	81	19462	10.6113642559489	2.01128050858479e-06	1.18310742406188e-07	1.09777540766487e-07
18	GOTERM_BP_DIRECT	GO:0001934~positive regulation of protein phosphorylation	21	6.54205607476635	9.0562592056607e-10	CD74, CSF1R, APP, CDKN1A, CD40, TGFB1, RALB, TREM2, AIF1, P2RX7, C3, CLN3, DAB2, MAVS, PAK1, RELN, TMEM119, PECAM1, FAS, BIRC5, SOX9	317	226	19462	5.70478211105218	3.06372775360497e-06	1.70207360515279e-07	1.57931098036494e-07
19	GOTERM_BP_DIRECT	GO:0019221~cytokine-mediated signaling pathway	18	5.60747663551402	1.04527625028645e-09	CSF1R, CSF3R, IL10RB, STAT1, EBI3, IRAK3, OSMR, LILRB4, CX3CL1, RELA, TNFRSF1A, KIT, CCL2, PTPN6, IL6R, PRKACB, CD44, TGM2	317	160	19462	6.90686119873817	3.53616313053529e-06	1.86114187090476e-07	1.72690639455218e-07
20	GOTERM_BP_DIRECT	GO:0048661~positive regulation of smooth muscle cell proliferation	12	3.73831775700935	2.43133679584261e-09	TGFB1, STAT1, HDAC1, MYC, HMOX1, IGF1, IL6R, AIF1, TLR4, MYD88, CX3CL1, IGF1R	317	59	19462	12.4869806982837	8.22517857257399e-06	4.11260619016778e-07	3.81598310107498e-07
21	GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	22	6.85358255451713	2.91218515864356e-09	CSF1R, GRN, TGFB1, FLT1, CSF1, TRADD, PIK3CD, IGF1, SOD2, AIF1, RHOA, ADRA2A, IGF1R, PPP3CA, DAB2, PAK1, KIT, ITGAX, CCL3, PECAM1, ITGAV, ATM	317	267	19462	5.05870816054065	9.85187387958497e-06	4.69139161509103e-07	4.3530234347534e-07
22	GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	19	5.9190031152648	4.16836122797089e-09	MEF2C, CD40, IRAK3, HMGB1, TNFRSF1B, RHOA, RELA, CASP7, AXL, CASP1, TLR9, IRF8, CCL2, CD14, VIM, CD68, GBP2, TLR4, MYD88	317	198	19462	5.89137431093267	1.41014665820949e-05	6.40980274282979e-07	5.94749358845484e-07
23	GOTERM_BP_DIRECT	GO:0033209~tumor necrosis factor-mediated signaling pathway	13	4.04984423676012	5.2812428768227e-09	CHUK, STAT1, TRADD, TRAF1, TNFRSF1B, RELA, TNFSF13B, TNFRSF1A, NFKBIA, IKBKB, FAS, TNFRSF25, TP53	317	79	19462	10.1028630755101	1.78662851314515e-05	7.76801941403965e-07	7.20774843058542e-07
24	GOTERM_BP_DIRECT	GO:0009410~response to xenobiotic stimulus	22	6.85358255451713	5.60058819469465e-09	GRIA1, CDKN1A, HDAC2, TGFB1, CHUK, STAT1, OGG1, CYBB, TNFRSF11B, SOD2, RHOA, RELA, P2RX7, GRIN2A, MYC, MDM2, LTA, BCL2, HMOX1, BAK1, TP53, ATG5	317	277	19462	4.87608331719983	1.89466104965064e-05	7.89449577610501e-07	7.32510264297772e-07
25	GOTERM_BP_DIRECT	GO:0001774~microglial cell activation	9	2.80373831775701	1.89662937747797e-08	C1QA, APP, ITGAM, C5AR1, TLR9, TREM2, AIF1, CX3CL1, TLR2	317	30	19462	18.4182965299685	6.41609139914179e-05	2.56651887360319e-06	2.38140784636134e-06
26	GOTERM_BP_DIRECT	GO:0043410~positive regulation of MAPK cascade	17	5.29595015576324	2.21881268391815e-08	CD74, APP, MAP2K1, MEF2C, FLT1, SYK, HMGB1, IGF1, CX3CL1, ADRA2A, IGF1R, P2RX7, PTPRC, KIT, PLCG2, TLR9, IL6R	317	172	19462	6.06804343041596	7.5059616992168e-05	2.81807447825261e-06	2.61481991937184e-06
27	GOTERM_BP_DIRECT	GO:0042981~regulation of apoptotic process	20	6.23052959501558	2.24912831548391e-08	DAPK1, STAT1, OSGIN1, XIAP, TNFRSF10B, TRAF1, CASP8, CASP4, CASP1, FAS, BIRC5, TNFRSF25, PTPN6, ATM, SOX9, APOE, TP53, TGM2, BCL2L1, BOK	317	246	19462	4.99140827370419	7.60851171978105e-05	2.81807447825261e-06	2.61481991937184e-06
28	GOTERM_BP_DIRECT	GO:0032735~positive regulation of interleukin-12 production	10	3.11526479750779	3.71223302623221e-08	CD40, SYK, IRF1, PLCG2, TLR9, IRF8, HMGB1, TLR4, RELA, TLR2	317	45	19462	13.6431826147914	0.000125576959984164	4.33051183715295e-06	4.01817223080789e-06
29	GOTERM_BP_DIRECT	GO:0032722~positive regulation of chemokine production	10	3.11526479750779	3.71223302623221e-08	CSF1R, CD74, APP, TLR9, HMOX1, IL6R, AIF1, TLR4, MYD88, TLR2	317	45	19462	13.6431826147914	0.000125576959984164	4.33051183715295e-06	4.01817223080789e-06
30	GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	48	14.9532710280374	3.98022249714208e-08	DLX1, APP, HDAC2, CD40, KMT2A, KDM1A, HDAC1, KMT2C, WAS, ASH2L, PIK3R2, HMGB1, RELA, CX3CL1, RELB, IKBKB, PPP3CA, MYC, SOX9, SOX4, S100A10, EOMES, CREBBP, MEF2C, XRCC6, TGFB1, JAG1, CHUK, STAT1, IGF1, SOX10, TNFRSF1A, NFKB2, NFKBIA, DAB2, KAT2A, MAVS, MAFB, IRF1, MAFF, IRF7, TLR9, IRF8, ATM, TP53, TLR4, MYD88, TLR2	317	1232	19462	2.39198656233357	0.000134641864691032	4.48836423594389e-06	4.164639472843e-06
31	GOTERM_BP_DIRECT	GO:0043406~positive regulation of MAP kinase activity	12	3.73831775700935	4.47698257021171e-08	P2RX7, APP, MEF2C, CD40, TGFB1, FLT1, PTPRC, KIT, CSK, TLR4, ADRA2A, PIK3R5	317	77	19462	9.56794624933426	0.000151444854923688	4.88568775323427e-06	4.53330589932083e-06
32	GOTERM_BP_DIRECT	GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation	13	4.04984423676012	5.03634423901741e-08	CD74, PRNP, TGFB1, SYK, TREM2, IGF1, RELN, PTPRC, PECAM1, PLCG2, IL6R, TP53, CD44	317	96	19462	8.31381440588854	0.000170365016217588	5.32436017518622e-06	4.94033892696114e-06
33	GOTERM_BP_DIRECT	GO:0032481~positive regulation of type I interferon production	9	2.80373831775701	5.56023956049638e-08	MAVS, SYK, IRF1, IRF7, PLCG2, XIAP, CD14, IKBKE, MYD88	317	34	19462	16.251438114678	0.000188085219222311	5.70008801004826e-06	5.28896726678732e-06
34	GOTERM_BP_DIRECT	GO:0043524~negative regulation of neuron apoptotic process	16	4.98442367601246	7.12279703096048e-08	DLX1, MEF2C, GRN, BDNF, SOD2, RHOA, CLN3, AXL, BCL2, NEFL, CCL2, BIRC5, HMOX1, APOE, BCL2L1, BOK	317	163	19462	6.02643649242322	0.000240935202556636	7.08718304580568e-06	6.5760176118191e-06
35	GOTERM_BP_DIRECT	GO:0034097~response to cytokine	10	3.11526479750779	8.12954707886159e-08	SELL, STAT1, BCL2, TIMP1, OSMR, IL6R, RELA, RELB, BCL2L1, NFKB2	317	49	19462	12.5294534217472	0.000274984773648623	7.85778793365393e-06	7.29104236587043e-06
36	GOTERM_BP_DIRECT	GO:0051402~neuron apoptotic process	12	3.73831775700935	8.72975649449124e-08	DLX1, NGFR, APP, CASP7, AXL, BNIP3, BCL2, XIAP, ATM, TP53, BCL2L1, BOK	317	82	19462	8.98453489266754	0.000295284070207069	8.20354617246219e-06	7.61186267672445e-06
37	GOTERM_BP_DIRECT	GO:0002931~response to ischemia	11	3.42679127725857	1.04283729515417e-07	P2RX7, NQO1, CSF1R, MEF2C, EEF2K, CSF1, BCL2, TREM2, TP53, RELA, CX3CL1	317	66	19462	10.2323869610936	0.000352729651695083	9.53491505272039e-06	8.84720613375386e-06
38	GOTERM_BP_DIRECT	GO:1901216~positive regulation of neuron death	9	2.80373831775701	1.13331210264182e-07	PRNP, C1QA, APP, ITGAM, TYROBP, CASP8, APOE, GRIN2B, EIF2S1	317	37	19462	14.9337539432177	0.000383326017989516	1.00894601137823e-05	9.36175444787548e-06
39	GOTERM_BP_DIRECT	GO:0007568~aging	15	4.67289719626168	1.27265956390012e-07	CDKN1C, MBD3, NQO1, C1QA, TGFB1, CNP, OGG1, TNFRSF1B, EIF2S1, CX3CL1, PPP3CA, SERPING1, BAK1, TIMP1, CD68	317	147	19462	6.26472671087362	0.000430448088660662	1.10395059094208e-05	1.02432778745705e-05
40	GOTERM_BP_DIRECT	GO:0048709~oligodendrocyte differentiation	9	2.80373831775701	1.41540756904216e-07	DLX1, CNP, MYRF, HDAC1, BNIP3, CSK, SOX9, SOX10, BOK	317	38	19462	14.5407604183961	0.000478717792510408	1.19708095151741e-05	1.11074108980583e-05
